Country,Code,Year,Other sources (tonnes),Waste (tonnes),Industry (tonnes),Residential & commercial (tonnes),Transport (tonnes),Agriculture (tonnes),Forestry (tonnes),Land use sources (tonnes),Energy (tonnes)
Portugal,PT,2007,356249,7570655.3,7879516.4,5648587.5,18882724.6,6380299.6,-440000,2334498.8,31558439
Portugal,PT,2008,324676.3,7562902,6859553.9,5035726.2,17985010.5,6362018.8,-440000,2329168,29385212.5
Portugal,PT,2009,333812.4,7441114.6,11180725.5,5191022.7,17601772.9,6265093,-440000,2338088.2,29508719.4
Portugal,PT,2010,304915,7579056.9,16326547.8,5266465.6,17276514.2,6129068.6,-440000,2475848,23271496.5
Paraguay,PY,1990,479360.8,727412.1,308237.5,614322.9,1622441.3,15874038.3,70659363.9,80705698.5,661324.6
Paraguay,PY,1991,429692.6,767062.9,309694.9,618913.5,1522837,14769883.8,70659363.9,80772852.6,744805.3
Paraguay,PY,1992,482701.9,799317.3,369821.7,588470.4,1824749.8,15227994.7,70659363.9,80841152,858773.7
Paraguay,PY,1993,552363.9,821508.5,371511.8,611266.2,2276236.1,16509170.9,70659363.9,80910626.4,745253.1
Paraguay,PY,1994,303405.4,853800.5,393209.9,597135.8,2566874.9,17376006.9,70659363.9,80981306.3,891273.7
Paraguay,PY,1995,389575.1,885677,434906,644565.8,2932295.3,18627784,70659363.9,81053223.4,913701.3
Paraguay,PY,1996,420187,917270.5,429440.3,662685,2959359.9,18497335.1,70659363.9,80881670.6,827755.4
Paraguay,PY,1997,435936.6,950182.4,453925,703583.4,3322467.9,18584885,70659363.9,81390088.9,857622.9
Paraguay,PY,1998,229105.2,978301.2,475595.1,672146,3478708.1,18710603.9,70659363.9,81173918.7,867254.2
Paraguay,PY,1999,706645,1012503.5,475575.1,709271,3481625.3,19054393.3,70659363.9,83590316.9,732434.6
Paraguay,PY,2000,251694.2,1034138.1,443643.7,672002.1,2802724.2,18060589.2,70659363.9,80577059.7,688321.7
Paraguay,PY,2001,599304.8,1061449,443453.1,688779.8,2992724.2,18669094.6,72646306.8,80373953.3,672860
Paraguay,PY,2002,503055.3,1093185,443104.7,676420.6,3197030.3,17977027.8,72646306.8,81242929,732633.3
Paraguay,PY,2003,314029.4,1119886.5,384856.2,706711.1,3384705.5,19745677.4,72646306.8,81396627.5,661585.9
Paraguay,PY,2004,269101.7,1150645.9,365938.1,690113.6,3374223.1,18376827.6,72646306.8,80968046.1,723450.1
Paraguay,PY,2005,351463.5,1183083.6,397810,702059.6,3054479.8,18980143.3,72646306.8,81700129.7,773190.6
Paraguay,PY,2006,164495.9,1216226.6,417934.6,693117.4,3233987.4,19276217.9,127874831.1,138467037.8,1254838.7
Paraguay,PY,2007,134916.9,1249958.7,416474.1,704967.3,3468215.5,20927624.5,127874831.1,140580428.9,1450492.6
Paraguay,PY,2008,152261.7,1284074.6,414302.5,708956,3600855.3,20208574.9,127874831.1,138498725.2,1554746.7
Paraguay,PY,2009,125356,1318495.1,401379.7,733148.7,4006640.7,21694264,127874831.1,137916609.6,1079029.1
Paraguay,PY,2010,147957.5,1353608.3,426267.9,730142.9,4554151.9,23355214.8,127874831.1,138680253.5,1660832.4
Qatar,QA,1990,64781.8,249284.9,1513586.3,95008.6,1823137.1,117704.3,0,0,16937225.2
Qatar,QA,1991,66311.9,253923.3,1367820.8,76823.7,1762819.4,127550,0,0,18429895.4
Qatar,QA,1992,68593.6,273681.9,1674382.7,97142.9,1900670.4,145405.9,0,0,19241736.7
Qatar,QA,1993,71853.2,268913.6,1517244.3,111971.2,1990532.4,162975.4,0,0,20023613.5
Qatar,QA,1994,76687.9,296454.8,1808224.5,135849.5,2205521.4,202774.5,0,0,20746389.8
Qatar,QA,1995,80699,297716.4,1709265.2,135886.2,2401843.4,211326.3,0,0,21161576.4
Qatar,QA,1996,83630.5,304015.5,1778662.3,144240,2654528.8,185008.1,0,0,23368151.3
Qatar,QA,1997,99408.4,366568.1,2384711.1,154864.5,2981838,187043.5,0,0,29975903.8
Qatar,QA,1998,104409.7,394801.3,2761034,162827.9,3043791.3,185558.8,0,0,31739608.7
Qatar,QA,1999,101158.1,403483.7,3044706.3,121972.9,2836302.1,188539.6,0,0,36651789.1
Qatar,QA,2000,85887.8,398761,3134328.8,127200.1,3000068.4,190903.8,0,0,37461099.8
Qatar,QA,2001,88255.4,431038,3601924.6,124992.9,3659107.2,140507.9,0,0,37481165.1
Qatar,QA,2002,90786.5,445399,3628204.1,137034.2,3189534.2,140016.9,0,0,39368679.5
Qatar,QA,2003,103641.2,461449.2,3673144.1,145085.8,3720062.1,141527.3,0,0,43558508.1
Qatar,QA,2004,107559.1,503508.2,3841581.4,143020.9,4037428.6,463353.4,0,0,50066976.5
Qatar,QA,2005,116956.7,503191.1,3988914.2,165133.4,5046771.8,151806.5,0,0,51434699.7
Qatar,QA,2006,128388.7,523341.2,4118603.3,194218.7,5950626.6,120058.3,0,0,57036158.6
Qatar,QA,2007,132929.3,533721.9,4492188.4,194263.6,6231725.6,590863.4,0,0,65476304.4
Qatar,QA,2008,129356.7,550501.5,4844173.6,238394,5768702.5,140209.9,0,0,71497129.3
Qatar,QA,2009,144058.2,568247.8,4657659.9,247447.1,5696679.4,431985.4,0,0,81948507.8
Qatar,QA,2010,155139.5,587302.1,4820346.5,271532.1,6123656.3,726071.2,0,0,99789807.5
Romania,RO,1990,738815.6,4223417,21154809.9,18050499.5,11981586.8,28893125.1,102666.7,1698552.9,157635421.5
Romania,RO,1991,634540.4,4027062.6,16686169.6,16756280.7,10495940.8,23661668.3,102666.7,1698553.5,128622277.7
Romania,RO,1992,1120410.2,4000411.1,15506141.1,11926701.5,10686515.8,21552197.4,102666.7,1698554.1,117593443.7
Romania,RO,1993,982620.3,4137439.7,15130252.9,9776187.7,8568504.8,19582434.5,102666.7,1698554.7,112597303.4
Romania,RO,1994,687243.3,4237872.2,14366103.9,8353855.8,9091204.9,18687741.6,102666.7,1698555.3,111902160.2
Romania,RO,1995,643368.6,4353020.4,16464604.7,9704892.2,8387716.9,17536539.7,102666.7,1698555.9,116168104.7
Romania,RO,1996,686178.9,4511737.1,16427293,9909510.6,11760338.1,17316281.1,102666.7,1644323.8,117007507.9
Romania,RO,1997,639730.2,4603396.5,14254725,12695406.8,11965177.8,17168463.7,102666.7,1564041.6,102756865
Romania,RO,1998,581266.7,4666876,11964048.5,12594411.8,11319942.1,16384904.7,102666.7,1595554.9,88473628.7
Romania,RO,1999,511433.2,4762161,11063501.1,10301933,9528755.3,15543580.3,102666.7,1571994.3,76414020.8
Romania,RO,2000,530938.6,4984460.5,11968985.8,10628076,9710734.6,15116453.1,102666.7,1578541.1,79091601.1
Romania,RO,2001,529648.5,5180494.1,11513192.3,9793647.7,11804974.6,15148052.2,-1100000,1345504.8,83849579
Romania,RO,2002,506861.5,5366908.3,11162101.4,9784855.1,12173164.3,14306018.5,-1100000,1312452.9,81994607.1
Romania,RO,2003,512801.5,5611488.5,12390515.8,11587904.2,12682915.6,14624507.4,-1100000,1532734.4,83913164.4
Romania,RO,2004,509589.4,5782053,13486331.6,12919915.3,13001688.6,15568159.4,-1100000,1188985.1,78554434.1
Romania,RO,2005,470859,5885372.4,13887219.5,14015207.6,12108551.5,15605882.1,-1100000,1201299.5,77666476.1
Romania,RO,2006,471982.6,6004902.2,13815295.8,15548313.7,12568055.8,15304262.8,-5272666.7,1576964.7,80176493.3
Romania,RO,2007,457913.9,6087417.7,14630357.8,14501149.6,13386786.7,15122583.5,-5272666.7,2507206.4,76531331.1
Romania,RO,2008,419773.9,6156080.4,14362235.8,13495518.6,13239374.8,15677337.2,-5272666.7,1777279.1,72908592.6
Romania,RO,2009,357811.6,5852582.3,11159070.4,13169156.9,13246036.1,15341700.1,-5272666.7,1202637.9,60709071.3
Romania,RO,2010,326914.7,5965281.9,13200136.1,13176479.8,12379334,15045424.7,-5272666.7,1228436.4,58252179.6
Russia,RU,1992,12633165.8,52458624.9,155109459.2,287620736.2,285174715.8,194996485.5,127233333.3,153849702.1,1797339434
Russia,RU,1993,14606378.4,51002953.9,134398621.8,313539571,239187255.1,183710855.6,127233333.3,153810719.7,1736367657
Russia,RU,1994,12018299.5,48924138.8,114717327.4,258483336.3,209933694.8,164991462,127233333.3,153771740.4,1578534737
Russia,RU,1995,9776153.6,48785711.8,121817838.3,250464721,193583035.3,148632817.8,127233333.3,153732764.1,1580492562
Russia,RU,1996,17374211.3,49425982.8,112394839.3,231260433.8,183993414.8,138876508.2,127233333.3,170781475.4,1570328308
Russia,RU,1997,10561245.6,48722636.8,109855363.7,223213607,168940275.6,124935157.6,127233333.3,104142376.4,1460769867
Russia,RU,1998,27194581.8,48831525.8,106239516.3,186654528.3,199023407.3,115531137.2,127233333.3,176148033.9,1448452216
Russia,RU,1999,13874880.1,50270621.9,117471926.7,211829779.2,200722596.3,106177702,127233333.3,123671781.8,1464570568
Russia,RU,2000,13946685.5,52319145,126886719.6,218093667.7,191353077.8,106266093.9,127233333.3,132207841.8,1515294840
Russia,RU,2001,12983684.7,54338246,129280245.7,224617744.2,198508206.6,106272206.3,-38866666.7,157520321.3,1513414871
Russia,RU,2002,16926723.2,55705546,132397393.2,199823500.1,201280518,102369903.4,-38866666.7,185812603.7,1529147466
Russia,RU,2003,19708952.8,57388074,141330458.8,203725152.3,209780802.8,105674487,-38866666.7,286806918.7,1579445682
Russia,RU,2004,10017636.7,59074324,147817074.5,201235784.2,222749511.6,95818525,-38866666.7,111065602.7,1590876856
Russia,RU,2005,9799211,60445764,153890904.3,189989501.2,221933988.2,92437597,-38866666.7,136100690.8,1599445723
Russia,RU,2006,7242557.9,62134970,160512858.8,197265964.2,229756949,89910729.9,-212666666.7,86956160.4,1652784234
Russia,RU,2007,7172115.1,63950993,167899384.7,208042488.2,232780642.4,91769165,-212666666.7,71174333.9,1674012528
Russia,RU,2008,7031200.5,66013483,163546787.5,220599203.4,234744262.4,96772934.9,-212666666.7,279805688.3,1663216840
Russia,RU,2009,6547896.9,67545317,148869599,201749470,229472028.9,94159661.1,-212666666.7,114491370.9,1588315415
Russia,RU,2010,6721164.2,69961358,159203404.1,196715793.7,238191044.2,91823280.6,-212666666.7,91831184.7,1614173769
Rwanda,RW,1990,19711.3,634007.2,50217.1,482414.9,278446.4,1464250.9,6462500,3520285.7,139624.7
Rwanda,RW,1991,17585.7,653308,49164.8,514786.5,254736.8,1511098,6462500,3501217,147334.3
Rwanda,RW,1992,23909.4,662678.8,47494.7,483444.8,247686.8,1463991.1,6462500,3482457.5,153008.3
Rwanda,RW,1993,14704.6,677087.7,45805.2,489288.7,227180,1400507.9,6462500,3463999.9,131508.4
Rwanda,RW,1994,15465.1,686207.7,21600.3,447723.8,223554.4,1324711.1,6462500,3445836.9,138508
Rwanda,RW,1995,18296.7,711292.9,19164.4,695802.3,235914.7,1135169.5,6462500,3427961.4,146476.8
Rwanda,RW,1996,17919.9,744431.2,24472.1,729406.4,235497.1,1235842,6462500,3343512.7,162954.5
Rwanda,RW,1997,19059.1,789276,26122.3,884364.2,239665.9,1305858.4,6462500,3455630.8,158754.2
Rwanda,RW,1998,19352.9,837188.5,47666.9,844717.5,253674.2,1420261.5,6462500,3429728.5,245273.2
Rwanda,RW,1999,17643.2,874337,52910.9,879434.4,264177.5,1577427,6462500,3291600.5,255675.3
Rwanda,RW,2000,18805.6,906131.7,56417.8,668126.7,255019.8,1606358.1,6462500,3132944.6,247667.2
Rwanda,RW,2001,26154.1,906119.4,68314.6,642341.8,258230.6,1698305.2,-12442466.7,3004878.3,248946.6
Rwanda,RW,2002,37501.3,878316.9,78371.6,629980.7,258174,1774602.3,-12442466.7,3538589.9,249998.6
Rwanda,RW,2003,16919.8,846412.7,87796,667022.3,255295.6,2009760.4,-12442466.7,3536431.5,534470.6
Rwanda,RW,2004,37823.6,830490.8,99932.3,552599.2,261175.3,2145681.5,-12442466.7,3164926.8,538690.2
Rwanda,RW,2005,17233.5,842574.5,114983.6,620205.5,275412.8,2222462.2,-12442466.7,3253306.7,565789.1
Rwanda,RW,2006,15759.6,842428.9,119701.5,659410.9,276421.9,2383572.5,-3619000,3306017.9,668631.8
Rwanda,RW,2007,15663.8,849693.2,128934.8,672699.7,285145.2,2603328.9,-3619000,2859453.8,681778.7
Rwanda,RW,2008,15974.3,854041.2,136947.9,685163,293961.5,2759844.4,-3619000,3045215.8,695543.9
Rwanda,RW,2009,15554.6,858872.3,144310.4,706816.8,299876.7,2858026.7,-3619000,2848976.2,738328.9
Rwanda,RW,2010,15134.9,864437.1,155661.8,728468.5,305692.9,3045470.2,-3619000,3288997.8,782113.8
Saudi Arabia,SA,1990,1530711.6,3303239,14411923.7,2552773.1,49581871.5,5215060.8,0,0,127293314
Saudi Arabia,SA,1991,1600980,3473728.4,14060952.9,3027492.7,51983940.5,5457026.9,0,0,137284868.9
Saudi Arabia,SA,1992,1718442.9,3645371,16288918.2,2715050.3,53886521.6,5662460.4,0,0,148134654.8
Saudi Arabia,SA,1993,1854397.5,3832247.5,16072292.3,2918658.5,56875063.5,5496384,0,0,156521132.5
Saudi Arabia,SA,1994,1934939.7,4053885,16198696.4,3033884.7,61019179.7,5269660.2,0,0,165979233.8
Saudi Arabia,SA,1995,1803930.5,4272764,16442533.3,2957604.2,53957651,4887075.4,0,0,176035900.9
Saudi Arabia,SA,1996,1888764,4473110.4,17227828.3,3029516.8,56907996.9,5033287.6,0,0,185784658
Saudi Arabia,SA,1997,1864625.9,4661920.4,17075691.1,3076813.2,57677969.6,5259336.9,0,0,189237542.5
Saudi Arabia,SA,1998,1932181.2,4853729.2,17525562.5,3245203.1,57924073.8,5312711.5,0,0,200634529
Saudi Arabia,SA,1999,1958627.6,5051569.1,17885674.2,3152093.3,58151864.9,5182502.4,0,0,203195504.9
Saudi Arabia,SA,2000,1966275.3,5273795.6,21095602.5,3259962.1,60736946.2,5433761.6,0,0,212920262.6
Saudi Arabia,SA,2001,1856777.8,5477726.7,28364872.9,3350073.6,62706709,5554247.6,0,0,214958095.3
Saudi Arabia,SA,2002,1827470.8,5658782.8,29284759.5,3470329.4,66376392.7,4800006.9,0,0,224368742
Saudi Arabia,SA,2003,1873355.2,5855858.7,30559212.1,3600808.3,68536076.5,5845539.6,0,0,239476353
Saudi Arabia,SA,2004,1946857.4,6059450.9,32000707.8,3650792.1,71665417.6,5995096.7,0,0,244996359.2
Saudi Arabia,SA,2005,2021166.4,6128634.6,32314123.3,3811160.1,74965470.4,5781816.5,0,0,261516901.9
Saudi Arabia,SA,2006,2067271.2,6274120.9,33553380.1,3720961.6,81835167.2,5907091.2,0,0,268217347.9
Saudi Arabia,SA,2007,2128291.2,6413133.5,35830595.5,3891407.2,89115001.5,6125758,0,0,276788218.1
Saudi Arabia,SA,2008,2205629.2,6578060,36781692.1,4092001.3,97687464.3,5248769.1,0,0,293788127.8
Saudi Arabia,SA,2009,2357196.8,6741748.3,40733959.3,4071950.7,101086456.1,4522786.3,0,0,311567491.4
Saudi Arabia,SA,2010,2433431.6,6972027.9,43597364.3,4001746.8,104091499.5,5234580.1,0,0,329439828.9
Sudan,SD,1990,2478049.1,3241626.6,182648.2,1711187.4,3968124.4,65291206.1,38224626,226510294.3,5147194
Sudan,SD,1991,1641204.4,3398130.2,184719.3,1792508.5,3135834.5,67366174.3,38224626,226648198.9,5456107.7
Sudan,SD,1992,2124909.6,3545646.6,222211.4,1790297.3,3124647.5,73121135.3,38224626,226787677.9,5228122
Sudan,SD,1993,1848671.9,3703394,224073.3,1763447.4,2052548,77848288,38224626,226928758.6,5017995.7
Sudan,SD,1994,1833463.3,3873445.7,225734.2,2128595.9,2983479.7,82281353.2,38224626,227071468.6,6158904.4
Sudan,SD,1995,2181425.7,4036688.4,227045.1,2145678.3,2798632.4,83843214.7,38224626,227215836.4,6112609.4
Sudan,SD,1996,2100072.5,4191405.4,287466.3,2336360,2653109.2,84469279.7,38224626,226964479.6,5947662.9
Sudan,SD,1997,2155711.2,4335991.7,248919.5,2367222.7,3137562.4,87364101.9,38224626,236830025.8,6405791
Sudan,SD,1998,2011986,4482574.8,208935.1,2422783,2989604.6,92326585.4,38224626,252705158,6058480.7
Sudan,SD,1999,2422800.9,4639103.6,225421.8,3018171,2397822.2,94730690,38224626,246036854.5,6572312.2
Sudan,SD,2000,2336765.7,4789110.8,190858.7,2584600.3,2741419.3,100379433.1,38224626,244426298.2,7165053.2
Sudan,SD,2001,2272258.5,4964800.1,211454,2624255.2,3567945,95353847.7,148986271.6,206779977.5,7353074.1
Sudan,SD,2002,2446136.9,5126991.5,218250.7,3304228.6,3834048.1,104087816.2,148986271.6,262764535.5,8371052.9
Sudan,SD,2003,2291353.3,5308127.8,247798.4,3229436.7,4030996.5,104059330.6,148986271.6,179727898.2,8824337.2
Sudan,SD,2004,2290585.6,5495940.9,263823.8,3125521.7,5100996.5,105511426.5,148986271.6,220943616.9,8551128.7
Sudan,SD,2005,2735744.2,5690639,274758.3,3172944,5760996.5,109934327,148986271.6,196145069.1,7826049.8
Sudan,SD,2006,4942830.8,5888210.3,218721.2,3056411.7,6670996.5,102990389.4,33257347.9,217534877.3,8221119.6
Sudan,SD,2007,10685402.3,6099233,267533.5,3105402.6,6300996.5,110255334.8,33257347.9,194336605.9,8522629.3
Sudan,SD,2008,7054765.9,6322127.1,285045.4,3102159.5,6850996.5,108586137,33257347.9,228974753.3,8657153.3
Sudan,SD,2009,8495860.6,6554041.7,292434.3,3294278.5,7132348.9,110323405,33257347.9,311369851.3,9624678.3
Sudan,SD,2010,9925086.2,6801008.1,311933.6,3291166.7,7062007.7,103894679.8,33257347.9,229703068.4,9925286.7
Sweden,SE,1990,521699,7204316.7,5433627.7,11297083.8,20252300.1,7920581.6,-24090000,33066441.2,24006062.4
Sweden,SE,1991,510892.4,6987247.6,6928756.4,10957892,19945332.6,7525244.3,-24090000,33257027.4,25382480.5
Sweden,SE,1992,517569.9,6956596.5,4794536.3,11116431.6,20745400.7,7728045.3,-24090000,33447477.8,27450932.5
Sweden,SE,1993,513754.2,6964206.9,4792430.4,10438288.2,19808357.5,7997864.8,-24090000,33637792.6,28972173.6
Sweden,SE,1994,529106.7,7007986.3,5055865.9,10852074.8,20535461.2,7909376,-24090000,33827971.9,29947315.5
Sweden,SE,1995,531150.1,7106553.4,5310357.3,10789061.3,20728030.1,7624033,-24090000,34018015.8,29559761.9
Sweden,SE,1996,539206.9,7076053,5403518.6,11638134.8,20480369.2,7790559,-24090000,34190652.5,34462552.4
Sweden,SE,1997,501393,7065025.5,5613252.1,10608166.6,20721458,7770524.7,-24090000,34378194.9,28705733.4
Sweden,SE,1998,488596.1,7224751.7,5512171.9,10311692.2,21025241,7537296.5,-24090000,34620042.9,30615866
Sweden,SE,1999,464784.5,7123887.1,5396604,9749061,21471342.7,7416120.1,-24090000,34757992.8,29273387.1
Sweden,SE,2000,430783.6,7225207.9,6019262.6,7912038.2,21618771.4,7319894,-24090000,34943449.6,26900366.1
Sweden,SE,2001,417101.3,7375432,6231064.8,7825071.8,21500602.7,7162520.4,-55293333.3,36056074.8,26688327.6
Sweden,SE,2002,410120.9,7167883.8,6408866.6,7682700.2,22513968.8,7106570.7,-55293333.3,36516606.7,27644386.6
Sweden,SE,2003,404382.9,7331256.9,6381159.5,7697600.7,22781741.2,6993569.3,-55293333.3,36976779.1,27791843.6
Sweden,SE,2004,386910.4,7519372.5,6658855.5,6099406.9,22709357.5,7016748.3,-55293333.3,37436592.4,27347337.2
Sweden,SE,2005,374208.5,7446938.4,6877268.4,5126611.7,23015126.4,6820543,-55293333.3,37896047.2,24868320.5
Sweden,SE,2006,364897.9,7478236.5,7051442.6,3710474.3,22829469.6,6687144.2,-8360000,49920042,25640027.8
Sweden,SE,2007,355068.9,7375690,7107899.4,3422502.6,22823478.1,6694727.4,-8360000,49984817.7,23352447.3
Sweden,SE,2008,339756.2,7240475,7179242.9,3100797.4,22899778.7,6819872.9,-8360000,50153897.3,22475547.8
Sweden,SE,2009,305127.8,6430477.9,6368062.8,3501090.9,22186551,6466590,-8360000,50270647.7,19772965.6
Sweden,SE,2010,346428.1,6717850.6,7200678.1,3708299.2,22628146.4,6563729.8,-8360000,50414005.1,24493760.6
Singapore,SG,1990,231583.2,1121225.6,2937897.6,169935.9,4068725.9,101007.7,-17725,36.2,23756367.2
Singapore,SG,1991,241833.8,1157675.3,3255236.7,239916.2,4934562.3,87268.1,-17725,36.2,24360186.1
Singapore,SG,1992,248873.7,1194857,3158633.4,63455.4,4765136.3,75184.5,-17725,36.2,26055534.8
Singapore,SG,1993,269671.4,1236826,3612855.5,69054.5,4723272.4,64474.1,-17725,36.2,30931433.1
Singapore,SG,1994,273722.2,1281751.9,4267479.6,72786.7,5140720.5,75272.3,-17725,36.2,32859557
Singapore,SG,1995,271060.6,1326257.1,4941242.4,74652.3,5649899,81404,-17725,36.2,31980882.1
Singapore,SG,1996,275586.7,1371909,5669411.5,78386.1,5830788.8,79908.2,-17725,47.4,33114603.9
Singapore,SG,1997,270234.8,1420033.9,6759378.9,82117.3,5804300,69001.8,-17725,66.5,32614143.8
Singapore,SG,1998,264098.3,1459650.3,7346093.9,67186.8,5818004.6,72352.4,-17725,52.3,33771658.5
Singapore,SG,1999,250157.9,1502657.7,6969359.5,70919.5,5881765.7,87002.3,-17725,35,30332383
Singapore,SG,2000,254343.1,1552666.2,9853389.8,72622.9,5970000,50443,-17725,12.3,30341227.1
Singapore,SG,2001,245881.7,1586494.2,11459268.8,74428.6,6100000,48571.6,43495,0,30351148.3
Singapore,SG,2002,231513.3,1620923.1,5224952.5,235581,6090000,85175.9,43495,0,30209842.7
Singapore,SG,2003,210757.1,1655189.2,5650577.1,223558.3,6130000,121579.3,43495,0,29222305.6
Singapore,SG,2004,212376.3,1692516.5,5719374.1,202512.8,6270000,136436.9,43495,0,30671952.2
Singapore,SG,2005,220911.6,1728277.6,5899390.4,184473,6500000,134554,43495,0,32971283.4
Singapore,SG,2006,211936.7,1759114.6,6311381.6,189484.4,6890000,147901.8,65154.1,0,33014273.7
Singapore,SG,2007,214904.2,1794466.4,6578655.5,194495.8,7330000,143227.3,65154.1,0,33617887.5
Singapore,SG,2008,203397.8,1831938.8,6858528.1,187484.4,6740000,125005.8,65154.1,0,34157190.7
Singapore,SG,2009,191274.1,1866738,6702207.2,182471.7,6980000,98792.8,65154.1,0,31344082.5
Singapore,SG,2010,208370.7,1901449.5,6958915.1,173448.5,7140000,84145.4,65154.1,0,33876893.6
Somalia,SO,1990,20740.1,850349.2,22740.5,729357.6,387647.2,20287403.6,15766666.7,16362659.9,915055.5
Somalia,SO,1991,17227.2,867499.2,22464.8,697786.8,218189.8,17598583.8,15766666.7,16368171.9,902546.5
Somalia,SO,1992,16690.5,871955.7,22054.7,715024.3,188476.9,15765936.4,15766666.7,16373787,975966.2
Somalia,SO,1993,17891.8,868486.9,21610.9,745760.6,196662.1,17536345.1,15766666.7,16379508,995798.5
Somalia,SO,1994,19565.6,865042.9,21269.8,776186.3,189291.3,19243831.6,15766666.7,16385338,1037881.7
Somalia,SO,1995,19889.8,866414.5,21130.6,806294.9,199592.1,19792156,15766666.7,16391280.1,1079534.2
Somalia,SO,1996,20550.2,874463,21257.3,831351.8,198678.3,20236929.2,15766666.7,16397445.9,1139140.3
Somalia,SO,1997,21274.9,887707.9,21586.9,876489.7,200516.1,20637107.4,15766666.7,16403559.5,1200708.1
Somalia,SO,1998,24427.5,903940,22084.1,869265.4,210183.6,20583941.8,15766666.7,16409837.5,1259999.2
Somalia,SO,1999,27469.6,919569.7,22714.3,900122.7,220555.8,20600519.8,15766666.7,16416260.9,1320012.5
Somalia,SO,2000,25222.5,932367.5,23561.3,950808.3,245976.9,20786998.5,15766666.7,16422537.7,1389494.1
Somalia,SO,2001,25116.4,941845.2,24051,974656.6,248388.4,21046984.2,17600000,16450086.5,1443196.5
Somalia,SO,2002,25638.7,949404.2,24597.1,999343.4,229030.8,21258446.9,17600000,16438213.5,1497949.5
Somalia,SO,2003,31366.8,957085.9,25176.8,1035188.7,231948.2,21596007.3,17600000,16428743.3,1557297.1
Somalia,SO,2004,27402.4,967716.3,25820.4,1055274.3,240204.4,21832953.1,17600000,16413716.6,1624745.4
Somalia,SO,2005,29256.6,983360.1,26397.8,1104615.5,255953.8,22192719.3,17600000,16401568.2,1692193.3
Somalia,SO,2006,29805.2,996840.7,27299.1,1136067.3,254556.5,20970343.3,15400000,16388401.9,1755316.5
Somalia,SO,2007,31972.7,1012016.9,28209.6,1198896.5,264682.6,19843374.1,15400000,16399143.6,1826770
Somalia,SO,2008,35827.2,1027130.5,29121.1,1236601.9,274596.9,19839953.8,15400000,16410808.4,1898448.4
Somalia,SO,2009,38017.4,1042650.1,30038.5,1281262.5,281411.4,19798532.1,15400000,16422589.9,1972850.2
Somalia,SO,2010,40207.6,1058736.8,30945,1324925.2,287225.8,19916005,15400000,16436578.7,2050018.2
El Salvador,SV,1990,82556.8,806638.7,318644.9,500315,1267531.2,2761966.7,871077.1,822300.5,759053.3
El Salvador,SV,1991,96017,831378.2,337325.6,524455.3,1380947.3,2826538.3,871077.1,821101.9,1322522
El Salvador,SV,1992,105147.8,850186.7,361458.5,587243.2,1598827.4,2857384.5,871077.1,819874.3,1458731.1
El Salvador,SV,1993,112509.9,867959.6,322418.5,613021.9,1748961.9,2750446.3,871077.1,818616.6,1684883.2
El Salvador,SV,1994,119553.7,890793.9,415677.6,617170.9,1862457.9,2783063,871077.1,817327.8,2128416.9
El Salvador,SV,1995,138412.9,915912.7,413020.9,690680.6,2117086.4,2504113.8,871077.1,816006.8,2293881.6
El Salvador,SV,1996,127688.3,941685.7,427072.2,673367.4,2099362.4,2914375.1,871077.1,813475.6,1708148
El Salvador,SV,1997,137600.9,971361.9,458645.8,826092.4,2134190.4,2792288.7,871077.1,813419.4,2423557.3
El Salvador,SV,1998,141101.2,998900.7,481238.5,868399.1,2291216.4,2493366.1,871077.1,815050.6,2569466.4
El Salvador,SV,1999,142626.2,1025490.9,469230.4,839060.5,2606819,2660720.1,871077.1,813436.2,2218250.9
El Salvador,SV,2000,139182.2,1058835.3,499176.3,842910.9,2530000,2465714.6,871077.1,812477.4,2311507.2
El Salvador,SV,2001,138309.5,1086764.2,548664.7,859094.8,2540000,2749212.4,875359.1,823416,2442305.4
El Salvador,SV,2002,134681,1112074.9,611813.9,804350.1,2470000,2817449.5,875359.1,821984.5,2564141
El Salvador,SV,2003,137261.8,1132062.1,643059.4,922028.7,2680000,2734428.4,875359.1,820041.9,2617966.4
El Salvador,SV,2004,134463.4,1152209.2,594621.8,918444.4,2840000,2827836,875359.1,818527,2492584.6
El Salvador,SV,2005,133950.6,1171585.3,545230.9,940085.4,2920000,2971213.9,875359.1,816967.6,2564612.4
El Salvador,SV,2006,132607.2,1193513,625687.2,1043397.3,2790000,2995209,833703.1,778694.8,2497406.1
El Salvador,SV,2007,144434.7,1034080.5,624837.4,917131.8,2770000,3174412.9,833703.1,776997.4,3296835.5
El Salvador,SV,2008,143836.5,1060381.6,621329.8,946773.6,2770000,3294491.6,833703.1,775737.3,3157802.4
El Salvador,SV,2009,145421.3,1087176.2,624941.8,811815.4,2950000,3113145,833703.1,773957.6,3053132.1
El Salvador,SV,2010,134444.3,1115629.5,675964.7,845238.5,2930000,2994974.1,833703.1,772606.3,2673598.1
Syria,SY,1990,276101.5,1534600.7,1749580.1,7588092.2,9578914.5,5904293.5,-1534120.9,1169.8,21695488.2
Syria,SY,1991,308026.2,1578524,1626734.2,8963582.8,11271365.2,5827550.8,-1534120.9,1169.8,25118598.1
Syria,SY,1992,334071.1,1650816,1929377,7291379,11950096.3,5830297.5,-1534120.9,1169.8,28009193.7
